dataset,tess_size,length_scale,output_variance,zero_boundary,n_recurrence,N,acc_train,acc_test
MedicalImages,64.0,0.01,0.5,1.0,1.0,8.0,0.5144356955380578,0.4321800000000001
MedicalImages,64.0,0.01,0.5,1.0,5.0,0.0,0.4514435695538057,0.37926
MedicalImages,64.0,0.01,0.5,1.0,5.0,8.0,0.5065616797900262,0.42556499999999997
MedicalImages,64.0,0.01,0.5,0.0,1.0,0.0,0.4304461942257218,0.36162000000000005
MedicalImages,64.0,0.01,0.5,0.0,1.0,8.0,0.5433070866141733,0.4564350000000001
MedicalImages,64.0,0.01,0.5,0.0,5.0,0.0,0.4173228346456692,0.350595
MedicalImages,64.0,0.01,0.5,0.0,5.0,8.0,0.4488188976377952,0.377055
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,1.0,1.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,1.0,1.0,8.0,0.8,0.6246517791411044
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,1.0,5.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,1.0,5.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,0.0,1.0,0.0,0.7775,0.6070834478527608
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,0.0,1.0,8.0,0.7975,0.6226997423312884
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,0.0,5.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.1,0.0,5.0,8.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,1.0,1.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,1.0,1.0,8.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,1.0,5.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,1.0,5.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,0.0,1.0,0.0,0.7775,0.6070834478527608
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,0.0,1.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,0.0,5.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,16.0,0.001,0.5,0.0,5.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,1.0,1.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,1.0,1.0,8.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,1.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,1.0,5.0,8.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,0.0,1.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,0.0,1.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,0.0,5.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.1,0.0,5.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,1.0,1.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,1.0,1.0,8.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,1.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,1.0,5.0,8.0,0.7925,0.6187956687116565
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,0.0,1.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,0.0,1.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,0.0,5.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,16.0,0.01,0.5,0.0,5.0,8.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,1.0,1.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,1.0,1.0,8.0,0.815,0.636364
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,1.0,5.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,1.0,5.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,0.0,1.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,0.0,1.0,8.0,0.8025,0.6266038159509203
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,0.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.1,0.0,5.0,8.0,0.7925,0.6187956687116565
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,1.0,1.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,1.0,1.0,8.0,0.7925,0.6187956687116565
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,1.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,1.0,5.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,0.0,1.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,0.0,1.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,0.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.001,0.5,0.0,5.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,1.0,1.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,1.0,1.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,1.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,1.0,5.0,8.0,0.7925,0.6187956687116565
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,0.0,1.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,0.0,1.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,0.0,5.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.1,0.0,5.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,1.0,1.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,1.0,1.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,1.0,5.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,1.0,5.0,8.0,0.8,0.6246517791411044
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,0.0,1.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,0.0,1.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,0.0,5.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,32.0,0.01,0.5,0.0,5.0,8.0,0.7925,0.6187956687116565
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,1.0,1.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,1.0,1.0,8.0,0.8,0.6246517791411044
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,1.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,1.0,5.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,0.0,1.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,0.0,1.0,8.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,0.0,5.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.1,0.0,5.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,1.0,1.0,0.0,0.79,0.6168436319018406
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,1.0,1.0,8.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,1.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,1.0,5.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,0.0,1.0,0.0,0.7775,0.6070834478527608
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,0.0,1.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,0.0,5.0,0.0,0.7775,0.6070834478527608
MiddlePhalanxOutlineAgeGroup,64.0,0.001,0.5,0.0,5.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,1.0,1.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,1.0,1.0,8.0,0.81,0.6324599263803682
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,1.0,5.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,1.0,5.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,0.0,1.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,0.0,1.0,8.0,0.8125,0.6344119631901841
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,0.0,5.0,0.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.1,0.0,5.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,1.0,1.0,0.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,1.0,1.0,8.0,0.7825,0.6109875214723927
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,1.0,5.0,0.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,1.0,5.0,8.0,0.785,0.6129395582822087
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,0.0,1.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,0.0,1.0,8.0,0.7875,0.6148915950920246
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,0.0,5.0,0.0,0.78,0.6090354846625768
MiddlePhalanxOutlineAgeGroup,64.0,0.01,0.5,0.0,5.0,8.0,0.795,0.6207477055214725
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,1.0,1.0,0.0,0.5016666666666667,0.4614859230769231
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,1.0,1.0,8.0,0.625,0.574940934065934
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,1.0,5.0,0.0,0.5983333333333334,0.5504101208791209
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,1.0,5.0,8.0,0.67,0.6163366813186814
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,0.0,1.0,0.0,0.5033333333333333,0.4630190989010989
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,0.0,1.0,8.0,0.6466666666666666,0.5948722197802198
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,0.0,5.0,0.0,0.6483333333333333,0.5964053956043955
MiddlePhalanxOutlineCorrect,16.0,0.001,0.1,0.0,5.0,8.0,0.7233333333333334,0.6653983076923077
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,1.0,1.0,0.0,0.4883333333333333,0.4492205164835164
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,1.0,1.0,8.0,0.545,0.5013484945054946
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,1.0,5.0,0.0,0.5316666666666666,0.4890830879120879
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,1.0,5.0,8.0,0.5733333333333334,0.5274124835164835
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,0.0,1.0,0.0,0.48,0.44155463736263734
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,0.0,1.0,8.0,0.6233333333333333,0.5734077582417582
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,0.0,5.0,0.0,0.56,0.515147076923077
MiddlePhalanxOutlineCorrect,16.0,0.001,0.5,0.0,5.0,8.0,0.6933333333333334,0.6378011428571428
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,1.0,1.0,0.0,0.5166666666666667,0.47528450549450557
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,1.0,1.0,8.0,0.5483333333333333,0.5044148461538461
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,1.0,5.0,0.0,0.6183333333333333,0.5688082307692307
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,1.0,5.0,8.0,0.6866666666666666,0.6316684395604395
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,0.0,1.0,0.0,0.5483333333333333,0.5044148461538461
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,0.0,1.0,8.0,0.665,0.6117371538461539
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,0.0,5.0,0.0,0.5883333333333334,0.541211065934066
MiddlePhalanxOutlineCorrect,16.0,0.01,0.1,0.0,5.0,8.0,0.715,0.6577324285714286
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,1.0,1.0,0.0,0.4866666666666667,0.4476873406593407
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,1.0,1.0,8.0,0.6483333333333333,0.5964053956043955
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,1.0,5.0,0.0,0.5183333333333333,0.4768176813186813
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,1.0,5.0,8.0,0.6366666666666667,0.5856731648351649
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,0.0,1.0,0.0,0.5033333333333333,0.4630190989010989
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,0.0,1.0,8.0,0.5766666666666667,0.5304788351648352
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,0.0,5.0,0.0,0.5916666666666667,0.5442774175824175
MiddlePhalanxOutlineCorrect,16.0,0.01,0.5,0.0,5.0,8.0,0.67,0.6163366813186814
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,1.0,1.0,0.0,0.5266666666666666,0.4844835604395604
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,1.0,1.0,8.0,0.6866666666666666,0.6316684395604395
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,1.0,5.0,0.0,0.7433333333333333,0.6837964175824175
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,1.0,5.0,8.0,0.6633333333333333,0.610203978021978
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,0.0,1.0,0.0,0.57,0.5243461318681318
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,0.0,1.0,8.0,0.69,0.6347347912087912
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,0.0,5.0,0.0,0.7583333333333333,0.697595
MiddlePhalanxOutlineCorrect,32.0,0.001,0.1,0.0,5.0,8.0,0.67,0.6163366813186814
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,1.0,1.0,0.0,0.5033333333333333,0.4630190989010989
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,1.0,1.0,8.0,0.515,0.4737513296703297
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,1.0,5.0,0.0,0.5833333333333334,0.5366115384615384
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,1.0,5.0,8.0,0.69,0.6347347912087912
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,0.0,1.0,0.0,0.5466666666666666,0.5028816703296703
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,0.0,1.0,8.0,0.6916666666666667,0.636267967032967
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,0.0,5.0,0.0,0.6866666666666666,0.6316684395604395
MiddlePhalanxOutlineCorrect,32.0,0.001,0.5,0.0,5.0,8.0,0.6533333333333333,0.6010049230769231
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,1.0,1.0,0.0,0.525,0.48295038461538464
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,1.0,1.0,8.0,0.6883333333333334,0.6332016153846154
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,1.0,5.0,0.0,0.7133333333333334,0.6561992527472528
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,1.0,5.0,8.0,0.7,0.6439338461538461
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,0.0,1.0,0.0,0.5883333333333334,0.541211065934066
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,0.0,1.0,8.0,0.6966666666666667,0.6408674945054945
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,0.0,5.0,0.0,0.7233333333333334,0.6653983076923077
MiddlePhalanxOutlineCorrect,32.0,0.01,0.1,0.0,5.0,8.0,0.675,0.6209362087912088
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,1.0,1.0,0.0,0.485,0.44615416483516485
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,1.0,1.0,8.0,0.6583333333333333,0.6056044505494506
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,1.0,5.0,0.0,0.6016666666666667,0.5534764725274726
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,1.0,5.0,8.0,0.6883333333333334,0.6332016153846154
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,0.0,1.0,0.0,0.53,0.4875499120879121
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,0.0,1.0,8.0,0.6816666666666666,0.627068912087912
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,0.0,5.0,0.0,0.65,0.5979385714285714
MiddlePhalanxOutlineCorrect,32.0,0.01,0.5,0.0,5.0,8.0,0.675,0.6209362087912088
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,1.0,1.0,0.0,0.5216666666666666,0.47988403296703297
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,1.0,1.0,8.0,0.675,0.6209362087912088
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,1.0,5.0,0.0,0.7466666666666667,0.6868627692307693
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,1.0,5.0,8.0,0.645,0.593339043956044
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,0.0,1.0,0.0,0.54,0.496748967032967
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,0.0,1.0,8.0,0.685,0.6301352637362638
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,0.0,5.0,0.0,0.735,0.6761305384615385
MiddlePhalanxOutlineCorrect,64.0,0.001,0.1,0.0,5.0,8.0,0.6,0.5519432967032967
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,1.0,1.0,0.0,0.4833333333333333,0.44462098901098895
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,1.0,1.0,8.0,0.625,0.574940934065934
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,1.0,5.0,0.0,0.545,0.5013484945054946
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,1.0,5.0,8.0,0.7433333333333333,0.6837964175824175
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,0.0,1.0,0.0,0.4816666666666667,0.44308781318681323
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,0.0,1.0,8.0,0.6333333333333333,0.5826068131868132
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,0.0,5.0,0.0,0.5566666666666666,0.5120807252747253
MiddlePhalanxOutlineCorrect,64.0,0.001,0.5,0.0,5.0,8.0,0.665,0.6117371538461539
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,1.0,1.0,0.0,0.5316666666666666,0.4890830879120879
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,1.0,1.0,8.0,0.6983333333333334,0.6424006703296703
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,1.0,5.0,0.0,0.75,0.6899291208791208
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,1.0,5.0,8.0,0.6766666666666666,0.6224693846153846
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,0.0,1.0,0.0,0.525,0.48295038461538464
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,0.0,1.0,8.0,0.6683333333333333,0.6148035054945056
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,0.0,5.0,0.0,0.7483333333333333,0.688395945054945
MiddlePhalanxOutlineCorrect,64.0,0.01,0.1,0.0,5.0,8.0,0.6666666666666666,0.6132703296703297
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,1.0,1.0,0.0,0.4883333333333333,0.4492205164835164
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,1.0,1.0,8.0,0.6233333333333333,0.5734077582417582
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,1.0,5.0,0.0,0.55,0.505948021978022
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,1.0,5.0,8.0,0.7383333333333333,0.67919689010989
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,0.0,1.0,0.0,0.5283333333333333,0.4860167362637362
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,0.0,1.0,8.0,0.63,0.5795404615384615
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,0.0,5.0,0.0,0.62,0.5703414065934066
MiddlePhalanxOutlineCorrect,64.0,0.01,0.5,0.0,5.0,8.0,0.6716666666666666,0.6178698571428571
MiddlePhalanxTW,16.0,0.001,0.1,1.0,1.0,0.0,0.6340852130325815,0.5145552188679245
MiddlePhalanxTW,16.0,0.001,0.1,1.0,1.0,8.0,0.6416040100250626,0.5206566641509434
MiddlePhalanxTW,16.0,0.001,0.1,1.0,5.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,16.0,0.001,0.1,1.0,5.0,8.0,0.6390977443609023,0.5186228490566038
MiddlePhalanxTW,16.0,0.001,0.1,0.0,1.0,0.0,0.6265664160401002,0.5084537735849056
MiddlePhalanxTW,16.0,0.001,0.1,0.0,1.0,8.0,0.6441102756892231,0.522690479245283
MiddlePhalanxTW,16.0,0.001,0.1,0.0,5.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,16.0,0.001,0.1,0.0,5.0,8.0,0.6390977443609023,0.5186228490566038
MiddlePhalanxTW,16.0,0.001,0.5,1.0,1.0,0.0,0.6265664160401002,0.5084537735849056
MiddlePhalanxTW,16.0,0.001,0.5,1.0,1.0,8.0,0.6365914786967418,0.5165890339622641
MiddlePhalanxTW,16.0,0.001,0.5,1.0,5.0,0.0,0.6165413533834586,0.5003185132075472
MiddlePhalanxTW,16.0,0.001,0.5,1.0,5.0,8.0,0.6290726817042607,0.5104875886792453
MiddlePhalanxTW,16.0,0.001,0.5,0.0,1.0,0.0,0.6165413533834586,0.5003185132075472
MiddlePhalanxTW,16.0,0.001,0.5,0.0,1.0,8.0,0.6491228070175439,0.5267581094339623
MiddlePhalanxTW,16.0,0.001,0.5,0.0,5.0,0.0,0.6340852130325815,0.5145552188679245
MiddlePhalanxTW,16.0,0.001,0.5,0.0,5.0,8.0,0.6290726817042607,0.5104875886792453
MiddlePhalanxTW,16.0,0.01,0.1,1.0,1.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,16.0,0.01,0.1,1.0,1.0,8.0,0.6416040100250626,0.5206566641509434
MiddlePhalanxTW,16.0,0.01,0.1,1.0,5.0,0.0,0.6265664160401002,0.5084537735849056
MiddlePhalanxTW,16.0,0.01,0.1,1.0,5.0,8.0,0.6416040100250626,0.5206566641509434
MiddlePhalanxTW,16.0,0.01,0.1,0.0,1.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,16.0,0.01,0.1,0.0,1.0,8.0,0.6491228070175439,0.5267581094339623
MiddlePhalanxTW,16.0,0.01,0.1,0.0,5.0,0.0,0.6290726817042607,0.5104875886792453
MiddlePhalanxTW,16.0,0.01,0.1,0.0,5.0,8.0,0.6441102756892231,0.522690479245283
MiddlePhalanxTW,16.0,0.01,0.5,1.0,1.0,0.0,0.6290726817042607,0.5104875886792453
MiddlePhalanxTW,16.0,0.01,0.5,1.0,1.0,8.0,0.6491228070175439,0.5267581094339623
MiddlePhalanxTW,16.0,0.01,0.5,1.0,5.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,16.0,0.01,0.5,1.0,5.0,8.0,0.6290726817042607,0.5104875886792453
MiddlePhalanxTW,16.0,0.01,0.5,0.0,1.0,0.0,0.6190476190476191,0.5023523283018868
MiddlePhalanxTW,16.0,0.01,0.5,0.0,1.0,8.0,0.6466165413533834,0.5247242943396226
MiddlePhalanxTW,16.0,0.01,0.5,0.0,5.0,0.0,0.6265664160401002,0.5084537735849056
MiddlePhalanxTW,16.0,0.01,0.5,0.0,5.0,8.0,0.656641604010025,0.5328595547169811
MiddlePhalanxTW,32.0,0.001,0.1,1.0,1.0,0.0,0.6290726817042607,0.5104875886792453
MiddlePhalanxTW,32.0,0.001,0.1,1.0,1.0,8.0,0.6441102756892231,0.522690479245283
MiddlePhalanxTW,32.0,0.001,0.1,1.0,5.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,32.0,0.001,0.1,1.0,5.0,8.0,0.6441102756892231,0.522690479245283
MiddlePhalanxTW,32.0,0.001,0.1,0.0,1.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,32.0,0.001,0.1,0.0,1.0,8.0,0.6416040100250626,0.5206566641509434
MiddlePhalanxTW,32.0,0.001,0.1,0.0,5.0,0.0,0.6365914786967418,0.5165890339622641
MiddlePhalanxTW,32.0,0.001,0.1,0.0,5.0,8.0,0.6616541353383458,0.5369271849056604
MiddlePhalanxTW,32.0,0.001,0.5,1.0,1.0,0.0,0.6290726817042607,0.5104875886792453
MiddlePhalanxTW,32.0,0.001,0.5,1.0,1.0,8.0,0.6265664160401002,0.5084537735849056
MiddlePhalanxTW,32.0,0.001,0.5,1.0,5.0,0.0,0.6240601503759399,0.5064199584905661
MiddlePhalanxTW,32.0,0.001,0.5,1.0,5.0,8.0,0.6441102756892231,0.522690479245283
MiddlePhalanxTW,32.0,0.001,0.5,0.0,1.0,0.0,0.6215538847117794,0.5043861433962263
MiddlePhalanxTW,32.0,0.001,0.5,0.0,1.0,8.0,0.6441102756892231,0.522690479245283
MiddlePhalanxTW,32.0,0.001,0.5,0.0,5.0,0.0,0.6441102756892231,0.522690479245283
