dataset,tess_size,length_scale,output_variance,zero_boundary,n_recurrence,N,acc_train,acc_test
CricketX,64.0,0.001,0.5,1.0,1.0,0.0,0.3538461538461538,0.3194177837837838
CricketX,64.0,0.001,0.5,1.0,1.0,8.0,0.4205128205128205,0.37959794594594604
CricketX,64.0,0.001,0.5,1.0,5.0,0.0,0.3717948717948718,0.33562013513513517
CricketX,64.0,0.001,0.5,1.0,5.0,8.0,0.3205128205128205,0.28932770270270275
CricketX,64.0,0.001,0.5,0.0,1.0,0.0,0.3538461538461538,0.3194177837837838
CricketX,64.0,0.001,0.5,0.0,1.0,8.0,0.4205128205128205,0.37959794594594604
CricketX,64.0,0.001,0.5,0.0,5.0,0.0,0.3666666666666666,0.3309908918918919
CricketX,64.0,0.001,0.5,0.0,5.0,8.0,0.3564102564102564,0.32173240540540543
CricketX,64.0,0.01,0.1,1.0,1.0,0.0,0.3564102564102564,0.32173240540540543
CricketX,64.0,0.01,0.1,1.0,1.0,8.0,0.4205128205128205,0.37959794594594604
CricketX,64.0,0.01,0.1,1.0,5.0,0.0,0.3923076923076923,0.35413710810810817
CricketX,64.0,0.01,0.1,1.0,5.0,8.0,0.3461538461538461,0.3124739189189189
CricketX,64.0,0.01,0.1,0.0,1.0,0.0,0.3538461538461538,0.3194177837837838
CricketX,64.0,0.01,0.1,0.0,1.0,8.0,0.4256410256410256,0.38422718918918924
CricketX,64.0,0.01,0.1,0.0,5.0,0.0,0.4076923076923077,0.3680248378378379
CricketX,64.0,0.01,0.1,0.0,5.0,8.0,0.1769230769230769,0.1597088918918919
CricketX,64.0,0.01,0.5,1.0,1.0,0.0,0.3538461538461538,0.3194177837837838
CricketX,64.0,0.01,0.5,1.0,1.0,8.0,0.4128205128205128,0.3726540810810811
CricketX,64.0,0.01,0.5,1.0,5.0,0.0,0.3769230769230769,0.34024937837837843
CricketX,64.0,0.01,0.5,1.0,5.0,8.0,0.2205128205128205,0.1990574594594595
CricketX,64.0,0.01,0.5,0.0,1.0,0.0,0.3538461538461538,0.3194177837837838
CricketX,64.0,0.01,0.5,0.0,1.0,8.0,0.4230769230769231,0.38191256756756764
CricketX,64.0,0.01,0.5,0.0,5.0,0.0,0.3692307692307692,0.3333055135135135
CricketX,64.0,0.01,0.5,0.0,5.0,8.0,0.1769230769230769,0.1597088918918919
CricketY,16.0,0.001,0.1,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,16.0,0.001,0.1,1.0,1.0,8.0,0.4589743589743589,0.4731698917525773
CricketY,16.0,0.001,0.1,1.0,5.0,0.0,0.4076923076923077,0.42030174742268045
CricketY,16.0,0.001,0.1,1.0,5.0,8.0,0.3461538461538461,0.3568599742268041
CricketY,16.0,0.001,0.1,0.0,1.0,0.0,0.358974358974359,0.37007701030927836
CricketY,16.0,0.001,0.1,0.0,1.0,8.0,0.4692307692307692,0.4837435206185567
CricketY,16.0,0.001,0.1,0.0,5.0,0.0,0.4641025641025641,0.47845670618556707
CricketY,16.0,0.001,0.1,0.0,5.0,8.0,0.1256410256410256,0.1295269536082474
CricketY,16.0,0.001,0.5,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,16.0,0.001,0.5,1.0,1.0,8.0,0.4435897435897435,0.4573094484536082
CricketY,16.0,0.001,0.5,1.0,5.0,0.0,0.3717948717948718,0.38329404639175263
CricketY,16.0,0.001,0.5,1.0,5.0,8.0,0.3128205128205128,0.32249568041237114
CricketY,16.0,0.001,0.5,0.0,1.0,0.0,0.3487179487179487,0.35950338144329896
CricketY,16.0,0.001,0.5,0.0,1.0,8.0,0.4435897435897435,0.4573094484536082
CricketY,16.0,0.001,0.5,0.0,5.0,0.0,0.4717948717948718,0.48638692783505155
CricketY,16.0,0.001,0.5,0.0,5.0,8.0,0.1743589743589743,0.17975169072164943
CricketY,16.0,0.01,0.1,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,16.0,0.01,0.1,1.0,1.0,8.0,0.4564102564102564,0.4705264845360825
CricketY,16.0,0.01,0.1,1.0,5.0,0.0,0.3948717948717948,0.40708471134020613
CricketY,16.0,0.01,0.1,1.0,5.0,8.0,0.3051282051282051,0.3145654587628866
CricketY,16.0,0.01,0.1,0.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,16.0,0.01,0.1,0.0,1.0,8.0,0.4948717948717949,0.5101775927835052
CricketY,16.0,0.01,0.1,0.0,5.0,0.0,0.4923076923076923,0.5075341855670104
CricketY,16.0,0.01,0.1,0.0,5.0,8.0,0.1589743589743589,0.16389124742268035
CricketY,16.0,0.01,0.5,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,16.0,0.01,0.5,1.0,1.0,8.0,0.4923076923076923,0.5075341855670104
CricketY,16.0,0.01,0.5,1.0,5.0,0.0,0.3871794871794872,0.3991544896907217
CricketY,16.0,0.01,0.5,1.0,5.0,8.0,0.3051282051282051,0.3145654587628866
CricketY,16.0,0.01,0.5,0.0,1.0,0.0,0.3487179487179487,0.35950338144329896
CricketY,16.0,0.01,0.5,0.0,1.0,8.0,0.4974358974358974,0.512821
CricketY,16.0,0.01,0.5,0.0,5.0,0.0,0.4615384615384615,0.47581329896907215
CricketY,16.0,0.01,0.5,0.0,5.0,8.0,0.1897435897435897,0.19561213402061853
CricketY,32.0,0.001,0.1,1.0,1.0,0.0,0.3435897435897436,0.3542165670103093
CricketY,32.0,0.001,0.1,1.0,1.0,8.0,0.4666666666666667,0.4811001134020619
CricketY,32.0,0.001,0.1,1.0,5.0,0.0,0.4333333333333333,0.44673581958762887
CricketY,32.0,0.001,0.1,1.0,5.0,8.0,0.2358974358974359,0.24319346391752578
CricketY,32.0,0.001,0.1,0.0,1.0,0.0,0.3435897435897436,0.3542165670103093
CricketY,32.0,0.001,0.1,0.0,1.0,8.0,0.4666666666666667,0.4811001134020619
CricketY,32.0,0.001,0.1,0.0,5.0,0.0,0.4743589743589743,0.48903033505154636
CricketY,32.0,0.001,0.1,0.0,5.0,8.0,0.1743589743589743,0.17975169072164943
CricketY,32.0,0.001,0.5,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,32.0,0.001,0.5,1.0,1.0,8.0,0.4153846153846154,0.428231969072165
CricketY,32.0,0.001,0.5,1.0,5.0,0.0,0.3769230769230769,0.3885808608247423
CricketY,32.0,0.001,0.5,1.0,5.0,8.0,0.3128205128205128,0.32249568041237114
CricketY,32.0,0.001,0.5,0.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,32.0,0.001,0.5,0.0,1.0,8.0,0.4641025641025641,0.47845670618556707
CricketY,32.0,0.001,0.5,0.0,5.0,0.0,0.4794871794871795,0.49431714948453614
CricketY,32.0,0.001,0.5,0.0,5.0,8.0,0.1256410256410256,0.1295269536082474
CricketY,32.0,0.01,0.1,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,32.0,0.01,0.1,1.0,1.0,8.0,0.4205128205128205,0.43351878350515466
CricketY,32.0,0.01,0.1,1.0,5.0,0.0,0.4179487179487179,0.4308753762886598
CricketY,32.0,0.01,0.1,1.0,5.0,8.0,0.2666666666666666,0.27491435051546387
CricketY,32.0,0.01,0.1,0.0,1.0,0.0,0.3564102564102564,0.36743360309278356
CricketY,32.0,0.01,0.1,0.0,1.0,8.0,0.4230769230769231,0.4361621907216495
CricketY,32.0,0.01,0.1,0.0,5.0,0.0,0.4666666666666667,0.4811001134020619
CricketY,32.0,0.01,0.1,0.0,5.0,8.0,0.1743589743589743,0.17975169072164943
CricketY,32.0,0.01,0.5,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,32.0,0.01,0.5,1.0,1.0,8.0,0.4692307692307692,0.4837435206185567
CricketY,32.0,0.01,0.5,1.0,5.0,0.0,0.4051282051282051,0.41765834020618553
CricketY,32.0,0.01,0.5,1.0,5.0,8.0,0.358974358974359,0.37007701030927836
CricketY,32.0,0.01,0.5,0.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,32.0,0.01,0.5,0.0,1.0,8.0,0.482051282051282,0.4969605567010309
CricketY,32.0,0.01,0.5,0.0,5.0,0.0,0.4794871794871795,0.49431714948453614
CricketY,32.0,0.01,0.5,0.0,5.0,8.0,0.1743589743589743,0.17975169072164943
CricketY,64.0,0.001,0.1,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,64.0,0.001,0.1,1.0,1.0,8.0,0.4794871794871795,0.49431714948453614
CricketY,64.0,0.001,0.1,1.0,5.0,0.0,0.4358974358974359,0.44937922680412373
CricketY,64.0,0.001,0.1,1.0,5.0,8.0,0.3153846153846154,0.325139087628866
CricketY,64.0,0.001,0.1,0.0,1.0,0.0,0.3435897435897436,0.3542165670103093
CricketY,64.0,0.001,0.1,0.0,1.0,8.0,0.4589743589743589,0.4731698917525773
CricketY,64.0,0.001,0.1,0.0,5.0,0.0,0.4948717948717949,0.5101775927835052
CricketY,64.0,0.001,0.1,0.0,5.0,8.0,0.1743589743589743,0.17975169072164943
CricketY,64.0,0.001,0.5,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,64.0,0.001,0.5,1.0,1.0,8.0,0.4153846153846154,0.428231969072165
CricketY,64.0,0.001,0.5,1.0,5.0,0.0,0.3846153846153846,0.3965110824742268
CricketY,64.0,0.001,0.5,1.0,5.0,8.0,0.3307692307692307,0.340999530927835
CricketY,64.0,0.001,0.5,0.0,1.0,0.0,0.3435897435897436,0.3542165670103093
CricketY,64.0,0.001,0.5,0.0,1.0,8.0,0.4461538461538462,0.45995285567010313
CricketY,64.0,0.001,0.5,0.0,5.0,0.0,0.4307692307692308,0.44409241237113406
CricketY,64.0,0.001,0.5,0.0,5.0,8.0,0.3512820512820512,0.3621467886597938
CricketY,64.0,0.01,0.1,1.0,1.0,0.0,0.3435897435897436,0.3542165670103093
CricketY,64.0,0.01,0.1,1.0,1.0,8.0,0.4461538461538462,0.45995285567010313
CricketY,64.0,0.01,0.1,1.0,5.0,0.0,0.4358974358974359,0.44937922680412373
CricketY,64.0,0.01,0.1,1.0,5.0,8.0,0.3666666666666666,0.37800723195876285
CricketY,64.0,0.01,0.1,0.0,1.0,0.0,0.3435897435897436,0.3542165670103093
CricketY,64.0,0.01,0.1,0.0,1.0,8.0,0.441025641025641,0.4546660412371134
CricketY,64.0,0.01,0.1,0.0,5.0,0.0,0.4487179487179487,0.46259626288659794
CricketY,64.0,0.01,0.1,0.0,5.0,8.0,0.1307692307692307,0.13481376804123704
CricketY,64.0,0.01,0.5,1.0,1.0,0.0,0.3461538461538461,0.3568599742268041
CricketY,64.0,0.01,0.5,1.0,1.0,8.0,0.441025641025641,0.4546660412371134
CricketY,64.0,0.01,0.5,1.0,5.0,0.0,0.382051282051282,0.393867675257732
CricketY,64.0,0.01,0.5,1.0,5.0,8.0,0.3692307692307692,0.3806506391752577
CricketY,64.0,0.01,0.5,0.0,1.0,0.0,0.3435897435897436,0.3542165670103093
CricketY,64.0,0.01,0.5,0.0,1.0,8.0,0.4615384615384615,0.47581329896907215
CricketY,64.0,0.01,0.5,0.0,5.0,0.0,0.4538461538461538,0.4678830773195876
CricketY,64.0,0.01,0.5,0.0,5.0,8.0,0.2717948717948718,0.2802011649484536
CricketZ,16.0,0.001,0.1,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,16.0,0.001,0.1,1.0,1.0,8.0,0.4692307692307692,0.451282
CricketZ,16.0,0.001,0.1,1.0,5.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,16.0,0.001,0.1,1.0,5.0,8.0,0.3538461538461538,0.3403110163934427
CricketZ,16.0,0.001,0.1,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,16.0,0.001,0.1,0.0,1.0,8.0,0.4358974358974359,0.41922371584699464
CricketZ,16.0,0.001,0.1,0.0,5.0,0.0,0.4435897435897435,0.426621781420765
CricketZ,16.0,0.001,0.1,0.0,5.0,8.0,0.3179487179487179,0.30578671038251365
CricketZ,16.0,0.001,0.5,1.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,16.0,0.001,0.5,1.0,1.0,8.0,0.4564102564102564,0.43895189071038254
CricketZ,16.0,0.001,0.5,1.0,5.0,0.0,0.4102564102564102,0.3945634972677596
CricketZ,16.0,0.001,0.5,1.0,5.0,8.0,0.2974358974358974,0.28605853551912563
CricketZ,16.0,0.001,0.5,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,16.0,0.001,0.5,0.0,1.0,8.0,0.4512820512820513,0.4340198469945356
CricketZ,16.0,0.001,0.5,0.0,5.0,0.0,0.4102564102564102,0.3945634972677596
CricketZ,16.0,0.001,0.5,0.0,5.0,8.0,0.1128205128205128,0.10850496174863386
CricketZ,16.0,0.01,0.1,1.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,16.0,0.01,0.1,1.0,1.0,8.0,0.4384615384615384,0.4216897377049181
CricketZ,16.0,0.01,0.1,1.0,5.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,16.0,0.01,0.1,1.0,5.0,8.0,0.1692307692307692,0.16275744262295083
CricketZ,16.0,0.01,0.1,0.0,1.0,0.0,0.4076923076923077,0.39209747540983614
CricketZ,16.0,0.01,0.1,0.0,1.0,8.0,0.4358974358974359,0.41922371584699464
CricketZ,16.0,0.01,0.1,0.0,5.0,0.0,0.4487179487179487,0.43155382513661206
CricketZ,16.0,0.01,0.1,0.0,5.0,8.0,0.4205128205128205,0.4044275846994536
CricketZ,16.0,0.01,0.5,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,16.0,0.01,0.5,1.0,1.0,8.0,0.4487179487179487,0.43155382513661206
CricketZ,16.0,0.01,0.5,1.0,5.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,16.0,0.01,0.5,1.0,5.0,8.0,0.2717948717948718,0.2613983169398907
CricketZ,16.0,0.01,0.5,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,16.0,0.01,0.5,0.0,1.0,8.0,0.4384615384615384,0.4216897377049181
CricketZ,16.0,0.01,0.5,0.0,5.0,0.0,0.3974358974358974,0.3822333879781421
CricketZ,16.0,0.01,0.5,0.0,5.0,8.0,0.2,0.19234970491803283
CricketZ,32.0,0.001,0.1,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,32.0,0.001,0.1,1.0,1.0,8.0,0.4692307692307692,0.451282
CricketZ,32.0,0.001,0.1,1.0,5.0,0.0,0.3948717948717948,0.37976736612021855
CricketZ,32.0,0.001,0.1,1.0,5.0,8.0,0.3,0.2885245573770492
CricketZ,32.0,0.001,0.1,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,32.0,0.001,0.1,0.0,1.0,8.0,0.4102564102564102,0.3945634972677596
CricketZ,32.0,0.001,0.1,0.0,5.0,0.0,0.441025641025641,0.42415575956284157
CricketZ,32.0,0.001,0.1,0.0,5.0,8.0,0.123076923076923,0.1183690491803278
CricketZ,32.0,0.001,0.5,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,32.0,0.001,0.5,1.0,1.0,8.0,0.441025641025641,0.42415575956284157
CricketZ,32.0,0.001,0.5,1.0,5.0,0.0,0.4102564102564102,0.3945634972677596
CricketZ,32.0,0.001,0.5,1.0,5.0,8.0,0.4230769230769231,0.4068936065573771
CricketZ,32.0,0.001,0.5,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,32.0,0.001,0.5,0.0,1.0,8.0,0.4,0.38469940983606565
CricketZ,32.0,0.001,0.5,0.0,5.0,0.0,0.4,0.38469940983606565
CricketZ,32.0,0.001,0.5,0.0,5.0,8.0,0.2358974358974359,0.22687401092896176
CricketZ,32.0,0.01,0.1,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,32.0,0.01,0.1,1.0,1.0,8.0,0.4538461538461538,0.436485868852459
CricketZ,32.0,0.01,0.1,1.0,5.0,0.0,0.3948717948717948,0.37976736612021855
CricketZ,32.0,0.01,0.1,1.0,5.0,8.0,0.2564102564102564,0.24660218579234977
CricketZ,32.0,0.01,0.1,0.0,1.0,0.0,0.4,0.38469940983606565
CricketZ,32.0,0.01,0.1,0.0,1.0,8.0,0.4102564102564102,0.3945634972677596
CricketZ,32.0,0.01,0.1,0.0,5.0,0.0,0.4461538461538462,0.4290878032786886
CricketZ,32.0,0.01,0.1,0.0,5.0,8.0,0.1102564102564102,0.10603893989071034
CricketZ,32.0,0.01,0.5,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,32.0,0.01,0.5,1.0,1.0,8.0,0.4384615384615384,0.4216897377049181
CricketZ,32.0,0.01,0.5,1.0,5.0,0.0,0.4153846153846154,0.3994955409836067
CricketZ,32.0,0.01,0.5,1.0,5.0,8.0,0.2974358974358974,0.28605853551912563
CricketZ,32.0,0.01,0.5,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,32.0,0.01,0.5,0.0,1.0,8.0,0.4307692307692308,0.4142916721311476
CricketZ,32.0,0.01,0.5,0.0,5.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,32.0,0.01,0.5,0.0,5.0,8.0,0.1102564102564102,0.10603893989071034
CricketZ,64.0,0.001,0.1,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,64.0,0.001,0.1,1.0,1.0,8.0,0.4435897435897435,0.426621781420765
CricketZ,64.0,0.001,0.1,1.0,5.0,0.0,0.3948717948717948,0.37976736612021855
CricketZ,64.0,0.001,0.1,1.0,5.0,8.0,0.1256410256410256,0.12083507103825135
CricketZ,64.0,0.001,0.1,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,64.0,0.001,0.1,0.0,1.0,8.0,0.4205128205128205,0.4044275846994536
CricketZ,64.0,0.001,0.1,0.0,5.0,0.0,0.4128205128205128,0.39702951912568313
CricketZ,64.0,0.001,0.1,0.0,5.0,8.0,0.1102564102564102,0.10603893989071034
CricketZ,64.0,0.001,0.5,1.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,64.0,0.001,0.5,1.0,1.0,8.0,0.441025641025641,0.42415575956284157
CricketZ,64.0,0.001,0.5,1.0,5.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,64.0,0.001,0.5,1.0,5.0,8.0,0.2666666666666666,0.2564662732240437
CricketZ,64.0,0.001,0.5,0.0,1.0,0.0,0.4076923076923077,0.39209747540983614
CricketZ,64.0,0.001,0.5,0.0,1.0,8.0,0.4384615384615384,0.4216897377049181
CricketZ,64.0,0.001,0.5,0.0,5.0,0.0,0.4076923076923077,0.39209747540983614
CricketZ,64.0,0.001,0.5,0.0,5.0,8.0,0.1102564102564102,0.10603893989071034
CricketZ,64.0,0.01,0.1,1.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,64.0,0.01,0.1,1.0,1.0,8.0,0.4333333333333333,0.4167576939890711
CricketZ,64.0,0.01,0.1,1.0,5.0,0.0,0.4,0.38469940983606565
CricketZ,64.0,0.01,0.1,1.0,5.0,8.0,0.3051282051282051,0.29345660109289623
CricketZ,64.0,0.01,0.1,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,64.0,0.01,0.1,0.0,1.0,8.0,0.4589743589743589,0.44141791256830604
CricketZ,64.0,0.01,0.1,0.0,5.0,0.0,0.4128205128205128,0.39702951912568313
CricketZ,64.0,0.01,0.1,0.0,5.0,8.0,0.1102564102564102,0.10603893989071034
CricketZ,64.0,0.01,0.5,1.0,1.0,0.0,0.4025641025641026,0.38716543169398915
CricketZ,64.0,0.01,0.5,1.0,1.0,8.0,0.4102564102564102,0.3945634972677596
CricketZ,64.0,0.01,0.5,1.0,5.0,0.0,0.4128205128205128,0.39702951912568313
CricketZ,64.0,0.01,0.5,1.0,5.0,8.0,0.3435897435897436,0.33044692896174865
CricketZ,64.0,0.01,0.5,0.0,1.0,0.0,0.4051282051282051,0.3896314535519126
CricketZ,64.0,0.01,0.5,0.0,1.0,8.0,0.4358974358974359,0.41922371584699464
CricketZ,64.0,0.01,0.5,0.0,5.0,0.0,0.4128205128205128,0.39702951912568313
CricketZ,64.0,0.01,0.5,0.0,5.0,8.0,0.3051282051282051,0.29345660109289623
DiatomSizeReduction,16.0,0.001,0.1,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.1,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.1,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.1,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.1,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.1,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.1,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.1,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.001,0.5,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.1,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,16.0,0.01,0.5,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.1,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.001,0.5,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.1,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,32.0,0.01,0.5,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.1,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,0.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,0.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,0.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.001,0.5,0.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.01,0.1,1.0,1.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.01,0.1,1.0,1.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.01,0.1,1.0,5.0,0.0,1.0,0.98366
DiatomSizeReduction,64.0,0.01,0.1,1.0,5.0,8.0,1.0,0.98366
DiatomSizeReduction,64.0,0.01,0.1,0.0,1.0,0.0,1.0,0.98366
